WeatherPy_Database.csv,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
325,Palmer,US,42.1584,-72.3287,53.65,90,100,0.0,overcast clouds
326,Honiara,SB,-9.4333,159.95,77.61,85,63,5.14,broken clouds
327,Sibolga,ID,1.7427,98.7792,78.57,82,98,3.2,moderate rain
328,Paso De Los Toros,UY,-32.8167,-56.5167,72.93,66,0,6.89,clear sky
329,Kavieng,PG,-2.5744,150.7967,81.18,78,85,4.81,overcast clouds
330,Kruisfontein,ZA,-34.0033,24.7314,64.89,75,93,16.53,light rain
331,Koumac,NC,-20.5667,164.2833,77.65,88,86,7.65,overcast clouds
332,Malakal,SS,9.5334,31.6605,104.45,17,72,5.32,broken clouds
333,Itarema,BR,-2.9248,-39.9167,84.04,72,26,12.28,scattered clouds
334,Nemuro,JP,43.3236,145.575,38.35,82,41,10.07,scattered clouds
335,Pangai,TO,-19.8,-174.35,81.27,73,10,5.14,clear sky
336,Sonipat,IN,28.9833,77.0167,100.4,7,0,7.34,clear sky
337,Kukuna,SL,9.4,-12.6667,103.84,26,35,1.83,scattered clouds
338,Atambua,ID,-9.1061,124.8925,72.73,89,93,4.81,overcast clouds
339,Saint Anthony,US,45.0205,-93.218,38.08,55,0,3.44,clear sky
340,Elizabeth City,US,36.2946,-76.2511,53.02,69,75,7.0,broken clouds
341,Sarkand,KZ,45.41,79.9186,54.7,45,100,5.68,overcast clouds
342,Kununurra,AU,-15.7667,128.7333,71.58,73,27,3.44,scattered clouds
343,Riviere-Du-Loup,CA,47.8304,-69.5342,37.67,87,42,3.44,scattered clouds
344,Roebourne,AU,-20.7833,117.1333,86.65,39,6,10.25,clear sky
345,Krasnoselkup,RU,65.7,82.4667,-1.46,99,71,7.61,broken clouds
346,Meulaboh,ID,4.1363,96.1285,79.23,84,87,3.15,overcast clouds
347,Magadan,RU,59.5667,150.8,6.53,97,74,3.33,broken clouds
348,Satipo,PE,-11.2522,-74.6386,71.62,96,100,0.63,overcast clouds
349,Dzilam Gonzalez,MX,21.2833,-88.9333,75.61,42,58,10.56,broken clouds
350,Podosinovets,RU,60.2776,47.0659,45.52,88,100,11.72,overcast clouds
351,Lancaster,US,40.2504,-76.2499,44.56,88,100,10.36,light rain
352,Mount Gambier,AU,-37.8333,140.7667,60.71,77,6,8.05,clear sky
353,Vila Velha,BR,-20.3297,-40.2925,87.75,66,0,10.0,clear sky
354,Batagay,RU,67.6333,134.6333,2.93,99,100,3.22,overcast clouds
355,Sao Filipe,CV,14.8961,-24.4956,76.91,64,42,14.29,scattered clouds
356,Harunabad,PK,29.6133,73.1389,96.94,7,0,10.38,clear sky
357,Viedma,AR,-40.8135,-62.9967,63.09,77,100,14.58,light rain
358,Manado,ID,1.487,124.8455,77.77,100,40,2.3,scattered clouds
359,Hovd,MN,48.0056,91.6419,45.1,19,0,17.11,clear sky
360,Touros,BR,-5.1989,-35.4608,87.31,60,21,16.51,few clouds
361,Lima,PE,-12.0432,-77.0282,62.85,88,100,4.61,mist
362,Totness,SR,5.8833,-56.3167,78.91,85,98,11.14,overcast clouds
363,Carupano,VE,10.6678,-63.2585,82.36,65,53,8.61,broken clouds
364,Naze,JP,28.3667,129.4833,65.32,77,4,9.95,clear sky
365,Stepnyak,KZ,52.8339,70.7803,42.82,50,0,6.55,clear sky
366,Kiruna,SE,67.8557,20.2251,29.32,93,100,10.36,overcast clouds
367,Berlevag,NO,70.8578,29.0864,35.4,98,100,28.86,overcast clouds
368,Omboue,GA,-1.5746,9.2618,72.27,95,100,4.21,moderate rain
369,Anchorage,US,61.2181,-149.9003,23.05,54,0,6.91,clear sky
370,Wilmington,US,34.2257,-77.9447,54.99,46,0,21.85,clear sky
371,Jumla,NP,29.2747,82.1838,53.78,49,74,5.12,light rain
372,Lorengau,PG,-2.0226,147.2712,79.11,83,100,4.18,overcast clouds
373,Iskateley,RU,67.6803,53.1512,33.33,95,100,17.81,light snow
374,Taoudenni,ML,22.6783,-3.9836,94.73,4,0,13.53,clear sky
375,Zhuhai,CN,22.2769,113.5678,75.85,83,0,4.61,clear sky
376,Berezanka,UA,46.8526,31.388,55.4,65,98,21.12,overcast clouds
377,Emborion,GR,40.4833,21.55,73.76,39,0,9.24,clear sky
378,Luderitz,NA,-26.6481,15.1594,70.52,52,0,4.79,clear sky
379,Marfino,RU,55.7028,37.3822,51.87,53,20,6.71,few clouds
380,Milkovo,RU,54.7167,158.6167,19.45,85,8,4.45,clear sky
381,Byron Bay,AU,-28.65,153.6167,69.69,83,70,7.18,broken clouds
382,Fallon,US,39.4735,-118.7774,40.87,36,40,14.97,haze
383,Homer,US,59.6425,-151.5483,31.89,64,100,4.61,overcast clouds
384,Rodrigues Alves,BR,-7.738,-72.6509,77.2,84,100,0.94,overcast clouds
385,Taywarah,AF,33.35,64.4167,62.04,17,49,3.98,scattered clouds
386,Bitkine,TD,11.9801,18.2138,107.2,5,73,7.18,broken clouds
387,Trairi,BR,-3.2778,-39.2689,79.09,86,99,8.25,overcast clouds
388,Galesong,ID,-5.3166,119.3661,77.02,79,34,3.78,scattered clouds
389,Paamiut,GL,61.994,-49.6678,25.25,62,0,11.79,clear sky
390,Kokopo,PG,-4.352,152.2633,78.82,81,32,6.15,scattered clouds
391,Williams Lake,CA,52.1415,-122.1445,29.77,72,40,2.3,scattered clouds
392,Cullman,US,34.1748,-86.8436,44.96,61,75,9.22,broken clouds
393,Vilani,LV,56.5525,26.9245,47.14,49,100,13.44,overcast clouds
394,Amapa,BR,1.0,-52.0,83.3,69,64,4.76,broken clouds
395,Petropavlovka,RU,50.6114,105.3196,38.44,62,100,5.66,overcast clouds
396,Kalangala,UG,-0.3089,32.225,81.75,64,91,14.38,overcast clouds
397,Puerto Baquerizo Moreno,EC,-0.9,-89.6,78.57,79,100,3.71,overcast clouds
398,Rayong,TH,12.8333,101.4333,87.8,88,27,3.85,scattered clouds
399,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,73,100,6.44,overcast clouds
400,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,79,20,5.01,few clouds
401,Radzionkow,PL,50.4003,18.9023,47.25,64,20,12.66,few clouds
402,Sept-Iles,CA,50.2001,-66.3821,33.06,97,100,11.5,mist
403,Oranjemund,NA,-28.55,16.4333,72.59,46,0,17.85,clear sky
404,Murgab,TM,37.4966,61.9714,87.67,27,0,6.91,clear sky
405,Namibe,AO,-15.1961,12.1522,76.66,68,5,9.08,clear sky
406,Ambon,ID,-3.6954,128.1814,80.74,83,40,1.14,scattered clouds
407,Xam Nua,LA,20.4197,104.0439,64.99,71,7,3.49,clear sky
408,Cayenne,GF,4.9333,-52.3333,84.24,1,75,16.11,broken clouds
409,Rodez,FR,44.5,2.5833,51.48,43,0,23.02,clear sky
410,Muhos,FI,64.808,25.9931,39.88,73,100,8.16,overcast clouds
411,Constitucion,CL,-35.3333,-72.4167,58.69,70,100,1.07,overcast clouds
412,Khani,GE,41.9563,42.9566,51.37,82,73,2.44,broken clouds
413,Lexington,US,37.9887,-84.4777,37.4,85,100,8.05,overcast clouds
414,Umm Kaddadah,SD,13.6017,26.6876,103.14,7,0,8.84,clear sky
415,Krasnovishersk,RU,60.4078,57.082,37.31,100,100,4.74,overcast clouds
416,Acari,PE,-15.4311,-74.6158,76.26,64,53,5.64,broken clouds
417,Kavaratti,IN,10.5669,72.642,84.27,75,93,9.15,overcast clouds
418,Hamilton,US,39.1834,-84.5333,39.65,87,100,11.5,overcast clouds
419,Marystown,CA,47.1666,-55.1483,37.85,100,100,8.01,overcast clouds
420,Zhigansk,RU,66.7697,123.3711,6.19,91,84,9.75,broken clouds
421,Sidi Ali,DZ,36.0998,0.4206,64.51,54,33,10.13,scattered clouds
422,Husavik,IS,66.0449,-17.3389,28.06,72,31,5.7,scattered clouds
423,Vostok,RU,46.4856,135.8833,23.56,97,18,4.05,few clouds
424,Labuhan,ID,-6.8844,112.2051,79.75,81,62,2.93,broken clouds
425,Baruun-Urt,MN,46.6806,113.2792,56.98,30,55,20.29,broken clouds
426,Independence,US,39.0911,-94.4155,43.05,55,0,4.61,clear sky
427,Vardo,NO,70.3705,31.1107,35.69,97,100,27.42,overcast clouds
428,Tiznit,MA,29.5833,-9.5,82.45,12,0,2.95,clear sky
429,Pangody,RU,65.85,74.4859,0.9,94,77,6.67,broken clouds
430,Praya,CV,14.9215,-23.5087,88.34,23,0,18.41,clear sky
431,Luklukan,PH,14.3254,122.7124,77.56,90,100,7.09,overcast clouds
432,Talaya,RU,61.3833,152.75,2.1,98,100,4.9,overcast clouds
433,Kalianget,ID,-7.05,113.9333,81.28,76,51,2.59,moderate rain
434,Bonavista,CA,48.6499,-53.1147,34.03,81,98,16.8,overcast clouds
435,Namatanai,PG,-3.6667,152.4333,79.21,82,98,4.81,overcast clouds
436,Ixtapa,MX,20.7,-105.2,71.22,88,0,1.99,clear sky
437,Bartica,GY,6.4,-58.6167,84.52,87,73,4.5,broken clouds
438,Alotenango,GT,14.4803,-90.8075,62.17,60,80,7.49,broken clouds
439,Coronado,US,32.6859,-117.1831,71.11,69,0,8.05,mist
440,Hudson Bay,CA,52.85,-102.3842,36.39,78,100,11.5,overcast clouds
441,Lebyazhye,RU,55.2689,66.4947,41.27,69,75,6.87,broken clouds
442,Mackenzie,CA,55.2999,-123.1698,30.42,100,100,4.61,overcast clouds
443,Khoy,IR,38.5504,44.9535,57.74,48,100,7.4,overcast clouds
444,El Alto,PE,-4.2714,-81.2147,71.26,83,100,2.26,overcast clouds
445,Qui Nhon,VN,13.7667,109.2333,72.01,83,47,7.58,scattered clouds
446,Baykit,RU,61.67,96.37,19.94,94,97,2.35,overcast clouds
447,Muriwai Beach,NZ,-36.8167,174.45,59.43,80,0,3.89,clear sky
448,Opuwo,NA,-18.0607,13.84,89.06,23,1,1.3,clear sky
449,Yamada,JP,39.4667,141.95,54.97,49,4,10.16,clear sky
450,Kirkuk,IQ,35.4681,44.3922,75.38,29,4,10.69,clear sky
451,Otane,NZ,-39.8833,176.6333,46.0,94,0,2.13,clear sky
452,Marawi,PH,7.9986,124.2928,66.74,95,100,1.03,overcast clouds
453,Port-Gentil,GA,-0.7193,8.7815,76.96,88,20,9.22,thunderstorm with light rain
454,Kuryk,KZ,43.2,51.65,62.13,52,100,20.51,overcast clouds
455,Narrabri,AU,-30.3167,149.7833,66.29,88,100,9.22,overcast clouds
456,Beidao,CN,34.5686,105.8933,66.27,38,0,6.38,clear sky
457,Eidfjord,NO,60.4675,7.0719,38.16,84,100,13.27,overcast clouds
458,Safranbolu,TR,41.2508,32.6942,71.4,36,7,4.52,clear sky
459,Port Lincoln,AU,-34.7333,135.8667,68.02,70,18,7.47,few clouds
460,Fairbanks,US,64.8378,-147.7164,-2.4,69,0,0.0,clear sky
461,Djibo,BF,14.1022,-1.6306,107.96,7,4,3.24,clear sky
462,Bar Harbor,US,44.3876,-68.2039,52.38,87,40,3.44,scattered clouds
463,Bengkulu,ID,-3.8004,102.2655,79.52,78,100,2.17,overcast clouds
464,Fortuna,US,40.5982,-124.1573,44.65,84,0,13.8,clear sky
465,Eyl,SO,7.9803,49.8164,83.19,69,99,13.71,overcast clouds
466,Pincher Creek,CA,49.4833,-113.952,35.28,63,100,19.57,overcast clouds
467,Chiredzi,ZW,-21.05,31.6667,68.97,76,100,6.58,overcast clouds
468,Chingirlau,KZ,51.095,54.0814,50.22,77,97,22.08,overcast clouds
469,Syasstroy,RU,60.1367,32.5691,40.96,80,100,11.39,overcast clouds
470,Tarpon Springs,US,28.1461,-82.7568,65.98,51,75,5.99,broken clouds
471,Tazovskiy,RU,67.4667,78.7,-4.4,100,39,8.1,scattered clouds
472,Podbrdo,BA,44.4408,17.0139,36.86,93,100,7.87,overcast clouds
473,Hochst,AT,47.4593,9.6405,49.14,61,40,4.61,scattered clouds
474,Mount Isa,AU,-20.7333,139.5,71.37,35,7,5.75,clear sky
475,Nazarovo,RU,56.0064,90.3914,29.25,97,100,10.51,snow
476,Seoul,KR,37.5683,126.9778,62.2,43,0,9.22,clear sky
477,Salas,ES,43.4118,-6.2602,58.96,52,27,7.2,scattered clouds
478,Carauari,BR,-4.8828,-66.8958,83.32,74,97,3.44,overcast clouds
479,Islamkot,PK,24.6997,70.177,88.07,31,100,15.19,overcast clouds
480,Ketchikan,US,55.3422,-131.6461,35.58,93,20,3.44,few clouds
481,Zhanaozen,KZ,43.3,52.8,69.39,34,99,8.37,overcast clouds
482,Rundu,NA,-17.9333,19.7667,83.46,38,96,6.89,overcast clouds
483,Togul,RU,53.465,85.9128,30.74,85,87,11.92,overcast clouds
484,Bien Hoa,VN,10.95,106.8167,84.18,76,86,11.72,overcast clouds
485,Fare,PF,-16.7,-151.0167,82.27,73,100,17.45,overcast clouds
486,San Policarpo,PH,12.1791,125.5072,79.68,85,100,17.58,overcast clouds
487,Chokwe,MZ,-24.5333,32.9833,78.04,50,99,13.13,overcast clouds
488,Stornoway,GB,58.2093,-6.3865,47.93,56,40,11.5,scattered clouds
489,Kenai,US,60.5544,-151.2583,22.14,80,20,4.61,few clouds
490,Batemans Bay,AU,-35.7167,150.1833,65.1,95,65,3.85,broken clouds
491,Skibbereen,IE,51.55,-9.2667,47.1,51,97,10.22,overcast clouds
492,Zhezkazgan,KZ,47.8043,67.7144,55.38,50,20,17.9,few clouds
493,Dourbali,TD,11.8091,15.8632,105.96,15,88,2.19,overcast clouds
494,Forestville,US,38.8451,-76.875,51.24,68,0,9.22,clear sky
495,Angoche,MZ,-16.2325,39.9086,82.76,64,11,7.4,few clouds
496,The Valley,AI,18.217,-63.0578,82.81,69,40,17.27,scattered clouds
497,Yakeshi,CN,49.2833,120.7333,43.09,55,100,18.5,heavy intensity rain
498,Weligama,LK,5.9667,80.4167,80.06,79,54,9.15,broken clouds
499,Santa Barbara,US,34.7333,-120.0343,57.36,100,100,4.61,fog
500,Cockburn Town,TC,21.4612,-71.1419,78.6,80,55,20.96,broken clouds
501,Cidreira,BR,-30.1811,-50.2056,71.82,83,97,9.15,overcast clouds
502,Hudiksvall,SE,61.729,17.1036,35.49,82,100,11.92,overcast clouds
503,Abu Samrah,SY,35.3029,37.1841,75.25,34,0,8.46,clear sky
504,Yinchuan,CN,38.4681,106.2731,71.42,8,12,2.84,few clouds
505,Ardakan,IR,32.31,54.0175,90.19,7,100,6.04,overcast clouds
506,Yangambi,CD,0.8102,24.4336,95.83,31,22,1.54,few clouds
507,Dryden,CA,49.7833,-92.7503,21.49,63,0,3.44,clear sky
508,Cody,US,44.5263,-109.0565,43.02,62,40,17.27,scattered clouds
509,Bonnyville,CA,54.2668,-110.735,37.2,84,80,19.35,broken clouds
510,Washington,US,47.5001,-120.5015,36.91,55,0,5.37,clear sky
511,Nichlaul,IN,27.3167,83.7333,89.55,20,8,3.06,clear sky
512,Coromandel,BR,-18.4733,-47.2003,78.6,65,98,4.43,overcast clouds
513,Wuwei,CN,37.9281,102.6414,64.98,11,98,2.44,overcast clouds
514,Beisfjord,NO,68.3751,17.5988,42.85,79,99,3.27,overcast clouds
515,Phuket,TH,8.0,98.25,80.82,83,20,3.44,few clouds
516,Two Rivers,US,44.1539,-87.5693,35.87,82,100,9.22,moderate rain
517,Kismayo,SO,-0.3582,42.5454,84.83,69,66,11.65,broken clouds
518,Blind River,CA,46.1834,-82.9582,32.11,75,100,5.55,overcast clouds
519,Ugoofaaru,MV,5.6667,73.0,84.51,71,100,10.74,overcast clouds
520,Puerto Guzman,CO,0.9703,-76.5858,79.95,71,100,2.21,overcast clouds
521,Koutsouras,GR,35.0339,25.9469,63.1,80,100,18.03,overcast clouds
522,Baijiantan,CN,45.6333,85.1833,64.36,32,100,5.17,overcast clouds
523,Mineiros,BR,-17.5694,-52.5511,77.7,72,79,3.4,broken clouds
524,Rio Claro,BR,-22.4114,-47.5614,79.39,60,27,2.75,scattered clouds
525,Fukue,JP,32.6881,128.8419,62.42,77,2,4.47,clear sky
526,Quetta,PK,30.199,67.0097,76.66,10,0,4.94,clear sky
527,Lata,PT,40.1629,-8.3327,58.82,75,100,4.29,overcast clouds
528,Luwuk,ID,-0.9516,122.7875,78.08,77,100,3.42,overcast clouds
529,Cairns,AU,-16.9167,145.7667,78.06,89,75,11.5,broken clouds
530,Ganta,LR,7.3022,-8.5308,97.09,37,74,2.8,broken clouds
531,Sanawad,IN,22.1833,76.0667,100.78,10,15,9.42,few clouds
532,Marienburg,PL,54.0359,19.0266,49.12,36,49,16.8,scattered clouds
533,Tommot,RU,58.9564,126.2925,5.43,96,18,1.34,few clouds
534,Bose,IT,45.4612,8.0137,62.24,21,41,11.25,scattered clouds
535,Naustdal,NO,61.509,5.7168,40.12,89,75,11.5,broken clouds
536,Port Said,EG,31.2565,32.2841,67.98,83,0,11.5,clear sky
537,Praia,CV,14.9215,-23.5087,88.34,23,0,18.41,clear sky
538,Xichang,CN,27.8964,102.2634,58.23,88,98,2.37,overcast clouds
539,Tessalit,ML,20.1986,1.0114,99.03,7,0,16.46,clear sky
540,Hattiesburg,US,31.3271,-89.2903,52.83,67,0,0.0,clear sky
541,Mawlaik,MM,23.6333,94.4167,84.11,36,69,3.36,broken clouds
542,Nelson Bay,AU,-32.7167,152.15,66.99,93,33,10.38,scattered clouds
543,Burbach,DE,50.75,8.0833,45.59,80,100,16.11,mist
544,Rocha,UY,-34.4833,-54.3333,76.87,55,0,3.42,clear sky
545,Bodden Town,KY,19.2833,-81.25,80.92,73,40,11.5,scattered clouds
546,Le Vauclin,MQ,14.5452,-60.8388,79.84,78,75,16.11,broken clouds
547,Guarapari,BR,-20.6667,-40.4975,85.89,61,98,6.44,overcast clouds
548,Rio Gallegos,AR,-51.6226,-69.2181,44.65,93,100,6.91,mist
549,Richards Bay,ZA,-28.783,32.0377,67.1,85,100,6.42,light rain
550,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,88,40,3.44,scattered clouds
551,Honningsvag,NO,70.9821,25.9704,37.15,87,100,25.32,overcast clouds
552,Shache,CN,38.4167,77.2406,75.74,12,100,6.29,overcast clouds
553,Mashhad,IR,36.297,59.6062,84.34,23,100,11.5,overcast clouds
554,North Myrtle Beach,US,33.816,-78.68,55.02,56,0,8.05,clear sky
555,Aspe,ES,38.3451,-0.7672,76.55,48,40,9.22,scattered clouds
556,Balykshi,KZ,47.0667,51.8667,64.4,59,75,20.13,dust
557,Challans,FR,46.8436,-1.8749,56.32,56,25,10.83,scattered clouds
558,Bilaspur,IN,22.0833,82.15,92.12,12,49,2.59,scattered clouds
559,Hwange,ZW,-18.3693,26.5019,79.03,49,100,6.44,overcast clouds
560,Kunri,PK,25.1785,69.5691,96.33,23,35,19.77,scattered clouds
561,Tres Arroyos,AR,-38.3739,-60.2798,69.96,57,51,10.29,broken clouds
562,Bayonne,FR,43.3333,-1.4167,59.92,67,20,8.05,few clouds
563,Nantucket,US,41.2835,-70.0995,55.45,78,75,10.36,broken clouds
564,Poltavka,RU,54.3663,71.7632,42.06,61,62,7.92,broken clouds
565,Mahon,ES,39.8885,4.2658,59.56,55,40,11.5,scattered clouds
566,Mayuge,UG,0.4597,33.4803,81.81,48,30,14.61,scattered clouds
567,Bilma,NE,18.6853,12.9164,104.88,4,0,3.44,clear sky
568,Fayaoue,NC,-20.65,166.5333,81.34,76,68,12.46,broken clouds
569,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,64,20,12.66,few clouds
570,Gao,ML,16.6362,1.637,107.94,4,0,6.58,clear sky
571,Mitu,CO,1.1983,-70.1733,79.02,80,100,2.37,overcast clouds
572,Norrtalje,SE,59.758,18.705,34.36,87,100,10.76,overcast clouds
573,Sabang,ID,5.8933,95.3214,84.07,66,100,2.42,overcast clouds
574,Aykhal,RU,66.0,111.5,7.54,96,34,1.61,scattered clouds
575,Blackwater,AU,-23.5833,148.8833,70.95,84,11,8.34,few clouds
576,Methven,NZ,-43.6333,171.65,47.01,93,58,5.57,broken clouds
577,Uruacu,BR,-14.5247,-49.1408,88.39,52,5,1.14,clear sky
578,Alyangula,AU,-13.8483,136.4192,73.27,94,35,0.0,scattered clouds
579,Khandyga,RU,62.6667,135.6,22.01,97,100,3.74,light snow
580,Payo,ID,-3.7508,103.6372,73.47,97,100,2.98,overcast clouds
581,Log,RU,49.4844,43.8613,56.82,69,45,11.65,scattered clouds
582,Buchanan,LR,5.8808,-10.0467,86.27,67,97,9.35,overcast clouds
583,San Andres,CO,12.5847,-81.7006,82.42,78,40,16.11,scattered clouds
584,Caraballeda,VE,10.6112,-66.8522,86.86,69,20,2.3,few clouds
585,Myatlevo,RU,54.8969,35.6762,45.43,81,100,13.49,overcast clouds
586,Ifanadiana,MG,-21.3,47.6333,72.88,86,26,3.91,light rain
587,Burns Lake,CA,54.2331,-125.7533,24.22,89,100,3.65,overcast clouds
588,Nadym,RU,65.5333,72.5167,6.22,92,100,4.12,overcast clouds
589,Pacasmayo,PE,-7.4006,-79.5714,70.81,78,97,6.15,overcast clouds
590,Mogadishu,SO,2.0371,45.3438,87.67,70,40,11.5,scattered clouds
591,Karratha,AU,-20.7377,116.8463,85.59,45,6,12.28,clear sky
592,Kagoro,NG,9.6,8.3833,96.85,20,100,3.27,overcast clouds
593,Tuatapere,NZ,-46.1333,167.6833,46.42,90,42,4.97,scattered clouds
594,Chichica,PA,8.4922,-82.1627,76.35,73,98,4.45,overcast clouds
595,Cabedelo,BR,-6.9811,-34.8339,86.67,68,63,14.83,broken clouds
596,Copiapo,CL,-27.3667,-70.3333,56.89,43,0,4.25,clear sky
597,Iberia,US,29.9502,-91.7507,61.99,81,0,0.0,clear sky
598,Agnibilekrou,CI,7.1344,-3.2047,101.32,30,37,2.91,scattered clouds
599,Londoko,RU,49.0333,131.9833,30.76,99,100,2.28,light snow
600,Tautira,PF,-17.7333,-149.15,80.22,80,100,17.74,light rain
601,Auki,SB,-8.7676,160.7034,77.67,84,57,3.76,broken clouds
602,Athabasca,CA,54.7169,-113.2854,34.21,78,100,21.92,light snow
603,Bayangol,RU,50.6977,103.4656,30.31,85,100,1.1,overcast clouds
604,Lira,UG,2.235,32.9097,94.82,17,82,0.74,broken clouds
605,Aldan,RU,58.6031,125.3894,4.28,91,31,4.88,scattered clouds
606,Lazo,RU,43.3817,133.9014,43.21,88,100,1.74,overcast clouds
607,Damghan,IR,36.1683,54.348,79.48,14,99,10.69,overcast clouds
608,Novyy Urengoy,RU,66.0833,76.6333,-2.79,98,23,8.19,few clouds
609,Cap Malheureux,MU,-19.9842,57.6142,80.47,76,1,4.0,clear sky
610,Abu Dhabi,AE,24.4667,54.3667,93.22,38,0,6.91,clear sky
611,Strezhevoy,RU,60.7333,77.5889,11.05,91,72,4.99,broken clouds
612,Limenaria,GR,40.6261,24.5786,69.66,77,0,9.4,clear sky
613,Kargopol,RU,61.5071,38.9456,39.27,85,93,8.88,overcast clouds
614,Dhilwan,IN,31.5169,75.35,90.95,9,3,8.37,clear sky
615,Snyder,US,32.7179,-100.9176,61.32,20,0,6.91,clear sky
616,Geraldton,AU,-28.7667,114.6,63.01,77,40,1.14,scattered clouds
617,Nhulunbuy,AU,-12.2333,136.7667,81.21,78,59,4.61,broken clouds
618,Laredo,US,27.5064,-99.5075,61.09,67,0,11.5,clear sky
619,Mahajanga,MG,-15.7167,46.3167,84.78,70,93,4.34,light rain
620,Valleyview,CA,55.0667,-117.2859,32.04,80,100,16.11,overcast clouds
621,Ashcroft,CA,50.7165,-121.2859,32.49,96,100,1.74,light snow
622,Chahal,GT,15.75,-89.5667,66.72,99,100,4.09,overcast clouds
623,Liverpool,GB,53.4106,-2.9779,52.29,63,40,17.27,scattered clouds
624,Weihe,CN,32.9952,105.3247,59.49,72,30,3.74,scattered clouds
625,Abonnema,NG,4.7084,6.7931,82.85,75,100,12.28,light rain
626,Usinsk,RU,65.9939,57.5281,34.47,89,97,13.94,overcast clouds
627,Datong,CN,40.0936,113.2914,66.2,15,62,6.6,broken clouds
628,La Asuncion,VE,11.0333,-63.8628,80.33,78,96,19.57,overcast clouds
629,Verkhnetulomskiy,RU,68.6073,31.7962,37.53,99,100,13.87,overcast clouds
630,At-Bashi,KG,41.1702,75.8106,48.88,66,21,3.38,few clouds
631,Coihaique,CL,-45.5752,-72.0662,40.95,100,100,3.44,fog
632,Telford,GB,52.6766,-2.4493,51.66,35,96,13.27,overcast clouds
633,Asau,RO,46.4333,26.4,67.28,66,96,12.06,overcast clouds
634,Faya,SA,18.3851,42.4509,78.91,27,0,10.76,clear sky
635,Esmeraldas,BR,-19.7625,-44.3139,77.86,70,95,5.37,overcast clouds
636,Wardha,IN,20.75,78.6167,100.22,11,4,3.98,clear sky
637,Anadyr,RU,64.75,177.4833,5.5,77,40,6.71,light snow
638,Sartell,US,45.6216,-94.2069,37.96,59,15,1.01,few clouds
639,Kijang,KR,35.2442,129.2139,62.33,61,0,8.61,clear sky
640,Bayeux,BR,-7.125,-34.9322,86.63,79,40,13.8,scattered clouds
641,Itaituba,BR,-4.2761,-55.9836,82.56,83,75,5.75,broken clouds
642,Balakovo,RU,52.0278,47.8007,46.72,96,100,6.11,overcast clouds
643,Zhanakorgan,KZ,43.9098,67.2495,72.93,42,4,9.86,clear sky
644,Kayankulam,IN,9.1833,76.5,77.2,92,100,6.96,light rain
645,Wagga Wagga,AU,-35.1167,147.3667,63.01,100,100,1.14,overcast clouds
646,Uthal,PK,25.8072,66.6219,85.86,48,60,11.65,broken clouds
647,Andra,RU,62.5147,65.8878,22.23,94,74,4.81,broken clouds
648,Tual,ID,-5.6667,132.75,84.11,74,73,17.94,broken clouds
649,Salinopolis,BR,-0.6136,-47.3561,76.44,95,100,8.41,overcast clouds
650,Viamao,BR,-30.0811,-51.0233,73.67,92,75,12.66,broken clouds
651,Swan Hill,AU,-35.3378,143.5544,63.64,80,0,7.7,clear sky
652,Swan Hill,AU,-35.3378,143.5544,63.64,80,0,7.7,clear sky
